arm,cost_mult,cost_pct,mdd_pct,n_days,net_2020,net_2021,net_2022,net_2023,net_2024,net_pct,panel,seed,sharpe,sharpe_2020,sharpe_2021,sharpe_2022,sharpe_2023,sharpe_2024,turnover
Online LSTM,1.5,7.274505753039765,35.84876760789687,1249,,,,,,14.128283873712446,set1,45,0.1847704590598701,,,,,,0.10660679224906197
Online LSTM,2.0,9.69934100405302,35.9226802970694,1249,,,,,,11.703448622699183,set1,45,0.153065287817527,,,,,,0.10660679224906197
Online LSTM,3.0,14.54901150607953,36.07050567541446,1249,,,,,,6.853778120672693,set1,45,0.08964601089623836,,,,,,0.10660679224906197
Online LSTM,5.0,24.24835251013255,36.36615643210458,1249,,,,,,-2.845562883380321,set1,45,-0.03722542382652345,,,,,,0.10660679224906197
Online LSTM,1.0,5.571255348904527,24.62486797256479,1249,-5.466051151112788,23.850663756829498,14.391669134675434,0.4722714673509307,-1.0940367835495692,32.1545164241935,set1,46,0.48526480377048087,-0.3223910399419959,2.276572733536977,1.0739298692787862,0.041413832157369074,-0.0833084763397122,0.11648068171101641
Online LSTM,1.5,8.35688302335679,24.904991393421664,1249,,,,,,29.368888749741238,set1,46,0.4432242986179902,,,,,,0.11648068171101641
Online LSTM,2.0,11.142510697809055,25.185114814278542,1249,,,,,,26.583261075288966,set1,46,0.40118329697529437,,,,,,0.11648068171101641
Online LSTM,3.0,16.71376604671358,25.745361655992305,1249,,,,,,21.01200572638445,set1,46,0.31710061441718884,,,,,,0.11648068171101641
Online LSTM,5.0,27.85627674452264,26.865855339419824,1249,,,,,,9.869495028575392,set1,46,0.1489382032765801,,,,,,0.11648068171101641
Online LSTM,1.0,5.405983735526558,31.513671179658882,1249,-13.392187802343997,10.957499826938008,3.822319636397753,7.389599755554224,0.09009256562307472,8.867323982169063,set1,47,0.1220608233409306,-0.6275689093966468,0.7773612836440157,0.25455918810623407,0.6966508846384339,0.010611957977748344,0.11828458257692877
Online LSTM,1.5,8.108975603289837,31.591393383892896,1249,,,,,,6.1643321144057825,set1,47,0.08485918725111424,,,,,,0.11828458257692877
Online LSTM,2.0,10.811967471053116,31.66911558812692,1249,,,,,,3.461340246642508,set1,47,0.04765250369433279,,,,,,0.11828458257692877
Online LSTM,3.0,16.217951206579674,31.82455999659496,1249,,,,,,-1.94464348888405,set1,47,-0.02677546533865742,,,,,,0.11828458257692877
Online LSTM,5.0,27.029918677632786,32.13544881353103,1249,,,,,,-12.75661095993717,set1,47,-0.17568602185980595,,,,,,0.11828458257692877
Online LSTM,1.0,5.258878270300004,40.968048980753736,1249,4.260254647529435,14.107363194586508,-2.816904343530073,-5.7011117963033096,0.4471938418137384,10.296795544096302,set1,48,0.1229652987339565,0.14151902916762146,1.3443571425064031,-0.18247464532858249,-0.6674707127453717,0.04729043539801839,0.11742663351297938
Online LSTM,1.5,7.888317405450005,41.07110620545401,1249,,,,,,7.667356408946299,set1,48,0.09156545116675051,,,,,,0.11742663351297938
Online LSTM,2.0,10.517756540600008,41.17416343015429,1249,,,,,,5.037917273796305,set1,48,0.060164771323358575,,,,,,0.11742663351297938
Online LSTM,3.0,15.77663481090001,41.380277879554825,1249,,,,,,-0.22096099650370793,set1,48,-0.0026388614284781303,,,,,,0.11742663351297938
Online LSTM,5.0,26.294391351500018,41.792506778355914,1249,,,,,,-10.738717537103712,set1,48,-0.12825365242153774,,,,,,0.11742663351297938
Online LSTM,1.0,5.391368177138717,39.472249583329656,1249,-7.97493235133489,13.411896844881538,13.509009657375437,1.9329408694934331,2.5825670950140114,23.461482115429526,set1,49,0.2947003582001542,-0.3122614986998571,1.1028289231275505,0.8807268248763119,0.18937871132920656,0.22012136429672063,0.11608248153336423
Online LSTM,1.5,8.087052265708076,39.53869277220278,1249,,,,,,20.76579802686017,set1,49,0.26085157905703416,,,,,,0.11608248153336423
Online LSTM,2.0,10.782736354277434,39.60513596107589,1249,,,,,,18.07011393829082,set1,49,0.22699951092378412,,,,,,0.11608248153336423
Online LSTM,3.0,16.174104531416152,39.73802233882211,1249,,,,,,12.678745761152088,set1,49,0.15928591696221298,,,,,,0.11608248153336423
Online LSTM,5.0,26.956840885693587,40.00379509431457,1249,,,,,,1.896009406874679,set1,49,0.023823766228851635,,,,,,0.11608248153336423
Online LSTM,1.0,5.194952737817809,40.26324023943907,1249,0.4272876368740075,21.126042542978713,-0.6637084539570928,12.216756193246859,6.564060924224336,39.67043884336683,set1,50,0.5216292407360221,0.017116613843343093,1.962121609041453,-0.038950219530561145,1.5003459062797113,0.7750426325911202,0.11570863678189028
Online LSTM,1.5,7.792429106726714,40.3355832274674,1249,,,,,,37.07296247445792,set1,50,0.48747624467578,,,,,,0.11570863678189028
Online LSTM,2.0,10.389905475635619,40.40792621549575,1249,,,,,,34.47548610554902,set1,50,0.45332260546994196,,,,,,0.11570863678189028
Online LSTM,3.0,15.584858213453428,40.55261219155243,1249,,,,,,29.2805333677312,set1,50,0.38501380251853873,,,,,,0.11570863678189028
Online LSTM,5.0,25.974763689089045,40.84198414366579,1249,,,,,,18.890627892095583,set1,50,0.24839293296892154,,,,,,0.11570863678189028
Online LSTM,1.0,5.467811857136777,42.57164197020199,1249,-0.5296447789760794,16.942671593020425,9.747133273981955,4.368828198890994,5.580057925217091,36.10904621213439,set1,51,0.48233383665327306,-0.020274632889230867,1.4399066192206396,0.8147276270531864,0.4537977657308355,0.6418722344359586,0.11908945328892288
Online LSTM,1.5,8.201717785705167,42.64907017783312,1249,,,,,,33.375140283566004,set1,51,0.44585702802280974,,,,,,0.11908945328892288
Online LSTM,2.0,10.935623714273554,42.726498385464254,1249,,,,,,30.64123435499761,set1,51,0.4093729441057196,,,,,,0.11908945328892288
Online LSTM,3.0,16.403435571410334,42.88135480072654,1249,,,,,,25.17342249786083,set1,51,0.33638339111423876,,,,,,0.11908945328892288
Online LSTM,5.0,27.339059285683888,43.191067631251094,1249,,,,,,14.23779878358728,set1,51,0.1903218364770865,,,,,,0.11908945328892288
Online LSTM,1.0,6.432258362843433,11.488587861506176,1251,8.585239615576858,18.28196205000261,1.6475573916345632,2.500848111110014,9.170070206279288,40.185677374603344,set2,42,0.7100694182230789,0.5362382045573996,1.5206586362297054,0.1499010132335525,0.2845699679657154,1.3486492976929723,0.13509999103467582
Online LSTM,1.5,9.648387544265148,11.710154808080548,1251,,,,,,36.969548193181616,set2,42,0.6532900579700923,,,,,,0.13509999103467582
Online LSTM,2.0,12.864516725686865,12.266401648603209,1251,,,,,,33.7534190117599,set2,42,0.5965010118475891,,,,,,0.13509999103467582
Online LSTM,3.0,19.296775088530296,13.378895329648453,1251,,,,,,27.321160648916464,set2,42,0.48289524162563474,,,,,,0.13509999103467582
